14	8BT	PGN	CDC
14	8BT	PGN	DIH
14	8BT	PGN	JMF
14	8BT	PGN	PBR
14	8BT	PGN	SWL
14	8BT	SWL	BOC
14	8BT	SWL	DSV
14	8BT	SWL	DTP
14	8BT	SWL	OLD
14	8BT	SWL	SSS
14	AAB	DSV	CRA
14	AAB	DSV	JMF
14	AAB	DSV	KNR
14	AAB	DSV	PBR
14	AAB	DSV	PKT
14	AAB	PBR	CPO
14	AAB	PBR	DTP
14	AAB	PBR	PGN
14	AAB	PBR	RMS
14	AAB	PBR	SHK
14	AAB	PBR	SSS
14	AAB	PBR	TWC
14	ADM	ADB	CPO
14	ADM	ADB	DSV
14	ADM	ADB	DTP
14	ADM	ADB	LAS
14	ADM	ADB	RMS
14	ANC	CPO	CRA
14	ANC	CPO	HHS
14	ANC	CPO	LCS
14	ANC	CPO	SKP
14	ANC	CPO	SWL
14	ANC	CRA	ADB
14	ANC	CRA	BOC
14	ANC	CRA	LLK
14	ANC	CRA	PGN
14	ANC	CRA	PKT
14	ANC	CRA	RMS
14	CDX	CDC	DTP
14	CDX	CDC	LAS
14	CDX	CDC	RMS
14	CDX	CDC	SSS
14	CDX	CDC	TWC
14	CDX	OLD	CDC
14	CDX	OLD	JMF
14	CDX	OLD	KNR
14	CDX	OLD	PKT
14	CDX	OLD	RTR
14	CDX	SKP	TWC
14	COP	PKT	BOC
14	COP	PKT	DIH
14	COP	PKT	DTP
14	COP	PKT	LAS
14	COP	PKT	NLT
14	COP	PKT	PGN
14	FFD	KNR	DTP
14	FFD	KNR	LCS
14	FFD	KNR	LLK
14	FFD	KNR	NLT
14	FFD	KNR	PGN
14	FFD	TWC	ADB
14	FFD	TWC	HHS
14	FFD	TWC	KNR
14	FFD	TWC	LCS
14	FFD	TWC	PBR
14	FFD	TWC	SCN
14	FFD	TWC	SWL
14	HBT	LCS	DSV
14	HBT	LCS	LAS
14	HBT	LCS	LLK
14	HBT	LCS	SHK
14	HBT	LCS	SSS
14	HND	HHS	DSV
14	HND	HHS	DTP
14	HND	HHS	NLT
14	HND	HHS	OLD
14	HND	HHS	SHK
14	HND	HHS	SSS
14	HND	PBR	CRA
14	IBX	LAS	BOC
14	IBX	LAS	DTP
14	IBX	LAS	HHS
14	IBX	LAS	RTR
14	IBX	LAS	SCN
14	IBX	LAS	SKP
14	IBX	LAS	SWL
14	IBX	RTR	BOC
14	IBX	RTR	LLK
14	IBX	RTR	NLT
14	IBX	RTR	PGN
14	IBX	RTR	TWC
14	JUP	DTP	HHS
14	JUP	DTP	JMF
14	JUP	DTP	LCS
14	JUP	DTP	SCN
14	JUP	DTP	SKP
14	JUP	JMF	BOC
14	JUP	JMF	CPO
14	JUP	JMF	LLK
14	JUP	JMF	NLT
14	JUP	JMF	PBR
14	KRA	BOC	ADB
14	KRA	BOC	CDC
14	KRA	BOC	KNR
14	KRA	BOC	PBR
14	KRA	BOC	SKP
14	KRA	SKP	CRA
14	KRA	SKP	DSV
14	KRA	SKP	NLT
14	KRA	SKP	OLD
14	KRA	SKP	RTR
14	KRA	SKP	SHK
14	KRA	SKP	TWC
14	LLQ	LLK	ADB
14	LLQ	LLK	CDC
14	LLQ	LLK	DIH
14	LLQ	LLK	HHS
14	LLQ	LLK	PBR
14	NAV	BYE	ADB
14	NAV	BYE	DIH
14	NAV	BYE	LCS
14	NAV	BYE	PBR
14	NAV	BYE	RTR
14	NAV	CRA	BYE
14	NAV	JMF	BYE
14	NAV	KNR	BYE
14	NAV	PKT	BYE
14	NAV	SKP	BYE
14	OLF	NLT	ADB
14	OLF	NLT	CDC
14	OLF	NLT	CRA
14	OLF	NLT	DIH
14	OLF	NLT	SCN
14	OLF	NLT	SWL
14	OLF	SCN	CPO
14	OLF	SCN	OLD
14	OLF	SCN	PGN
14	OLF	SCN	SHK
14	OLF	SCN	SSS
14	RAY	RMS	LCS
14	RAY	RMS	PKT
14	RAY	RMS	SCN
14	RAY	RMS	SKP
14	RAY	RMS	SWL
14	SHR	DIH	CPO
14	SHR	DIH	LAS
14	SHR	DIH	OLD
14	SHR	DIH	RMS
14	SHR	DIH	TWC
14	SHR	SSS	CRA
14	SHR	SSS	DIH
14	SHR	SSS	HHS
14	SHR	SSS	KNR
14	SHR	SSS	PKT
14	SHR	SSS	RTR
14	WAT	SHK	ADB
14	WAT	SHK	CRA
14	WAT	SHK	JMF
14	WAT	SHK	PKT
14	WAT	SHK	RTR
15	8BT	KNR	ADB
15	8BT	KNR	CRA
15	8BT	KNR	HHS
15	8BT	KNR	JMF
15	8BT	KNR	TWC
15	8BT	PGN	BOC
15	8BT	PGN	DSV
15	8BT	PGN	NLT
15	8BT	PGN	OLD
15	8BT	PGN	RMS
15	8BT	PGN	SSS
15	AAB	DSV	BOC
15	AAB	DSV	DTP
15	AAB	DSV	LAS
15	AAB	DSV	NLT
15	AAB	DSV	OLD
15	AAB	DSV	SKP
15	AAB	DSV	SSS
15	AAB	PBR	ADB
15	AAB	PBR	CRA
15	AAB	PBR	HHS
15	AAB	PBR	JMF
15	AAB	PBR	KNR
15	AAB	PBR	NLT
15	AAB	PBR	PKT
15	AAB	PBR	TWC
15	ADM	ADB	CDC
15	ADM	ADB	HHS
15	ADM	ADB	JMF
15	ADM	ADB	PKT
15	ADM	ADB	SCN
15	ADM	ADB	SKP
15	ANC	CPO	BOC
15	ANC	CPO	DSV
15	ANC	CPO	KNR
15	ANC	CPO	NLT
15	ANC	CPO	PGN
15	ANC	CPO	RMS
15	ANC	CPO	SSS
15	ANC	CRA	ADB
15	ANC	CRA	CDC
15	ANC	CRA	HHS
15	ANC	CRA	JMF
15	ANC	CRA	NLT
15	ANC	CRA	TWC
15	ANC	LAS	NLT
15	ANC	PBR	DSV
15	CDX	CDC	DIH
15	CDX	CDC	KNR
15	CDX	CDC	PBR
15	CDX	CDC	SCN
15	CDX	CDC	SKP
15	CDX	OLD	CPO
15	CDX	OLD	DTP
15	CDX	OLD	LAS
15	CDX	OLD	RMS
15	CDX	OLD	RTR
15	CDX	OLD	TTT
15	COP	PKT	CDC
15	COP	PKT	CRA
15	COP	PKT	KNR
15	COP	PKT	SCN
15	COP	PKT	TWC
15	HND	HHS	CDC
15	HND	HHS	DIH
15	HND	HHS	JMF
15	HND	HHS	PKT
15	HND	HHS	SCN
15	HND	HHS	SKP
15	HND	RTR	CPO
15	HND	RTR	DSV
15	HND	RTR	LAS
15	HND	RTR	PGN
15	HND	RTR	TTT
15	IBX	LAS	CPO
15	IBX	LAS	DSV
15	IBX	LAS	PGN
15	IBX	LAS	SSS
15	IBX	LAS	TTT
15	IBX	LAS	TWC
15	JUP	DTP	CPO
15	JUP	DTP	LAS
15	JUP	DTP	PGN
15	JUP	DTP	RTR
15	JUP	DTP	SKP
15	JUP	DTP	TTT
15	JUP	JMF	CDC
15	JUP	JMF	DIH
15	JUP	JMF	PBR
15	JUP	JMF	PKT
15	JUP	JMF	SCN
15	JUP	JMF	SKP
15	KRA	BOC	DTP
15	KRA	BOC	LAS
15	KRA	BOC	NLT
15	KRA	BOC	OLD
15	KRA	BOC	RTR
15	KRA	SKP	CRA
15	KRA	SKP	DIH
15	KRA	SKP	KNR
15	KRA	SKP	PBR
15	KRA	SKP	PKT
15	KRA	SKP	TWC
15	OLF	NLT	DTP
15	OLF	NLT	KNR
15	OLF	NLT	LAS
15	OLF	NLT	OLD
15	OLF	NLT	RMS
15	OLF	NLT	RTR
15	OLF	NLT	TTT
15	OLF	SCN	CRA
15	OLF	SCN	DIH
15	OLF	SCN	KNR
15	OLF	SCN	PBR
15	OLF	SCN	SKP
15	RAY	RMS	BOC
15	RAY	RMS	DSV
15	RAY	RMS	DTP
15	RAY	RMS	LAS
15	RAY	RMS	RTR
15	RAY	RMS	SSS
15	SHR	DIH	ADB
15	SHR	DIH	CRA
15	SHR	DIH	KNR
15	SHR	DIH	PBR
15	SHR	DIH	PKT
15	SHR	DIH	TWC
15	SHR	SSS	BOC
15	SHR	SSS	DTP
15	SHR	SSS	JMF
15	SHR	SSS	NLT
15	SHR	SSS	OLD
15	SHR	SSS	RTR
15	STN	TTT	BOC
15	STN	TTT	CPO
15	STN	TTT	DSV
15	STN	TTT	PGN
15	STN	TTT	RMS
15	STN	TTT	SSS
15	STN	TWC	ADB
15	STN	TWC	CDC
15	STN	TWC	CPO
15	STN	TWC	HHS
15	STN	TWC	JMF
15	STN	TWC	SCN
16	8BT	PGN	ADB
16	8BT	PGN	CFB
16	8BT	PGN	CRA
16	8BT	PGN	HHS
16	8BT	PGN	TWC
16	8BT	SWL	CPO
16	8BT	SWL	LAS
16	8BT	SWL	NLT
16	8BT	SWL	PGN
16	8BT	SWL	RTR
16	AAB	DSV	CDC
16	AAB	DSV	HHS
16	AAB	DSV	SCN
16	AAB	DSV	SKP
16	AAB	DSV	SWL
16	AAB	PBR	BOC
16	AAB	PBR	DSV
16	AAB	PBR	LAS
16	AAB	PBR	OLD
16	AAB	PBR	RTR
16	ADM	ADB	NLT
16	ADM	ADB	RMS
16	ADM	ADB	SHK
16	ADM	ADB	SSS
16	ADM	ADB	TTT
16	ANC	CPO	CFB
16	ANC	CPO	DIH
16	ANC	CPO	PBR
16	ANC	CPO	SCN
16	ANC	CPO	TWC
16	ANC	CRA	CPO
16	ANC	CRA	DSV
16	ANC	CRA	DTP
16	ANC	CRA	OLD
16	ANC	CRA	SSS
16	CDX	CDC	BOC
16	CDX	CDC	CPO
16	CDX	CDC	NLT
16	CDX	CDC	OLD
16	CDX	CDC	SHK
16	CDX	OLD	ADB
16	CDX	OLD	ETB
16	CDX	OLD	HHS
16	CDX	OLD	SCN
16	CDX	OLD	SKP
16	COP	KNR	ADB
16	COP	KNR	CDC
16	COP	KNR	JMF
16	COP	KNR	PBR
16	COP	KNR	TWC
16	COP	PKT	CPO
16	COP	PKT	DTP
16	COP	PKT	KNR
16	COP	PKT	OLD
16	COP	PKT	SHK
16	HND	HHS	DTP
16	HND	HHS	KNR
16	HND	HHS	LAS
16	HND	HHS	RMS
16	HND	HHS	RTR
16	HND	RTR	CFB
16	HND	RTR	CRA
16	HND	RTR	JMF
16	HND	RTR	PKT
16	HND	RTR	SKP
16	IBX	CFB	DSV
16	IBX	CFB	KNR
16	IBX	CFB	LAS
16	IBX	CFB	RMS
16	IBX	CFB	SSS
16	IBX	LAS	ADB
16	IBX	LAS	CRA
16	IBX	LAS	DIH
16	IBX	LAS	ETB
16	IBX	LAS	JMF
16	JUP	DTP	ADB
16	JUP	DTP	CDC
16	JUP	DTP	CFB
16	JUP	DTP	DIH
16	JUP	DTP	SWL
16	JUP	JMF	DTP
16	JUP	JMF	PGN
16	JUP	JMF	SHK
16	JUP	JMF	SSS
16	JUP	JMF	TTT
16	KRA	BOC	CFB
16	KRA	BOC	HHS
16	KRA	BOC	JMF
16	KRA	BOC	PKT
16	KRA	BOC	SCN
16	KRA	SKP	BOC
16	KRA	SKP	DTP
16	KRA	SKP	KNR
16	KRA	SKP	NLT
16	KRA	SKP	PGN
16	OLF	NLT	ETB
16	OLF	NLT	JMF
16	OLF	NLT	PBR
16	OLF	NLT	PKT
16	OLF	NLT	TWC
16	OLF	SCN	KNR
16	OLF	SCN	NLT
16	OLF	SCN	RMS
16	OLF	SCN	RTR
16	OLF	SCN	TTT
16	RAY	RMS	CDC
16	RAY	RMS	CRA
16	RAY	RMS	PKT
16	RAY	RMS	SWL
16	RAY	RMS	TWC
16	SHR	DIH	BOC
16	SHR	DIH	DSV
16	SHR	DIH	PGN
16	SHR	DIH	RTR
16	SHR	DIH	SSS
16	SHR	SSS	ETB
16	SHR	SSS	HHS
16	SHR	SSS	PBR
16	SHR	SSS	SKP
16	SHR	SSS	SWL
16	STN	TTT	CDC
16	STN	TTT	CRA
16	STN	TTT	DIH
16	STN	TTT	PBR
16	STN	TTT	PKT
16	STN	TWC	DSV
16	STN	TWC	LAS
16	STN	TWC	OLD
16	STN	TWC	SHK
16	STN	TWC	TTT
16	TDN	ETB	BOC
16	TDN	ETB	CPO
16	TDN	ETB	PGN
16	TDN	ETB	RMS
16	TDN	ETB	TTT
16	WAT	SHK	DIH
16	WAT	SHK	ETB
16	WAT	SHK	SCN
16	WAT	SHK	SKP
16	WAT	SHK	SWL
